policy_id,policyholder_name,property_address,zone_id,coastal_zone_flag,construction_type,year_built,coverage_type,total_insured_value,policy_start_date,annual_premium
GC-004617,Keith Brooks,"7072 Wilkinson Summit, Port Alden, Belmara County",Z1,Y,Masonry,1993,Homeowners,319600.0,2022-01-13,1584.26
GC-004618,Lindsay Lyons,"998 Peggy Village Apt. 721, Millbrook, Belmara County",Z6,N,Masonry Veneer,1994,Homeowners,217000.0,2024-11-27,764.12
GC-004619,Crystal Williams,"167 Paul Spurs Suite 270, Marsh Point, Belmara County",Z2,Y,Frame,1971,Homeowners,228000.0,2023-07-06,1482.58
GC-004620,Nicholas Miller,"2108 Alexander Ford, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1997,Homeowners,241600.0,2023-05-01,1303.55
GC-004621,Alicia Glover,"3193 Bridges Tunnel, Ridgeview, Belmara County",Z4,N,Frame,2002,Homeowners,239000.0,2024-11-10,893.59
GC-004622,Ryan Hays,"892 Brian View, Port Alden, Belmara County",Z1,Y,Frame,2006,Homeowners,265000.0,2024-10-22,1511.56
GC-004623,David Ford,"87713 Kevin Walk Apt. 876, Hollow Bay, Belmara County",Z5,N,Frame,1996,Homeowners,245500.0,2024-11-02,939.58
GC-004624,Alison Matthews,"779 Campbell Stravenue, Port Alden, Belmara County",Z1,Y,Frame,1969,Commercial,1129300.0,2022-03-06,9474.68
GC-004625,Jesus Johnson,"525 Megan Trafficway Apt. 385, Marsh Point, Belmara County",Z2,Y,Frame,1957,Homeowners,208800.0,2021-06-18,1424.43
GC-004626,Tiffany Perez,"448 Stokes Crossing Suite 442, Ridgeview, Belmara County",Z4,N,Frame,2006,Homeowners,203700.0,2024-08-18,749.62
GC-004627,Christine Scott,"8855 Albert Pine, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1989,Homeowners,302800.0,2026-03-14,1086.59
GC-004628,Madeline Garcia,"87485 Christopher Rapids, Hollow Bay, Belmara County",Z5,N,Masonry,1985,Homeowners,306100.0,2026-02-06,1008.71
GC-004629,Rachel Camacho,"6087 Madison Junction Suite 777, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),2000,Homeowners,296600.0,2024-01-22,777.52
GC-004630,Tracy Blake,"768 Miguel Curve, Cape Verrin, Belmara County",Z3,Y,Masonry,1950,Commercial,1322500.0,2025-10-01,9772.74
GC-004631,Joseph Morton,"16219 Scott Haven, Port Alden, Belmara County",Z1,Y,Frame,1990,Homeowners,320800.0,2023-10-21,1946.95
GC-004632,Randy Harris,"151 Roberts Crescent Apt. 704, Marsh Point, Belmara County",Z2,Y,Frame,1984,Homeowners,243300.0,2025-12-29,1509.91
GC-004633,Glenda Greene,"9230 Neal Manors Apt. 901, Marsh Point, Belmara County",Z2,Y,Masonry,1977,Homeowners,416200.0,2023-11-29,2188.63
GC-004634,Devon Holmes,"52467 Carol Circle Suite 473, Port Alden, Belmara County",Z1,Y,Frame,2005,Commercial,465000.0,2022-03-26,3411.93
GC-004635,Allison Rice,"58983 Jessica Fords Suite 951, Marsh Point, Belmara County",Z2,Y,Frame,2015,Homeowners,335900.0,2023-03-31,1915.97
GC-004636,Darrell Berger,"954 Dennis Falls Suite 693, Cape Verrin, Belmara County",Z3,Y,Masonry,1977,Homeowners,332600.0,2026-02-18,1749.01
GC-004637,Caleb Williamson,"777 Kathleen Inlet, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,2012,Homeowners,386900.0,2021-03-14,1299.98
GC-004638,Justin Jimenez,"884 Steven Creek, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1983,Homeowners,131800.0,2024-01-07,571.1
GC-004639,Misty Coleman,"5539 Abigail Brook Apt. 476, Marsh Point, Belmara County",Z2,Y,Masonry,1998,Homeowners,356100.0,2023-06-05,1731.64
GC-004640,Jennifer Figueroa,"0668 Hernandez Forge Apt. 836, Hollow Bay, Belmara County",Z5,N,Frame,2005,Homeowners,171500.0,2025-06-10,633.64
GC-004641,Abigail Garrett,"18721 Ashley Stream, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),2008,Homeowners,310300.0,2023-04-21,794.37
GC-004642,Alan Martin,"6572 Amanda Shores, Port Alden, Belmara County",Z1,Y,Frame,2024,Homeowners,873700.0,2022-08-23,4983.58
GC-004643,Nicholas Jones,"91364 Hannah Ramp Suite 805, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),1980,Commercial,1495800.0,2021-06-08,5416.47
GC-004644,Angela Fuentes,"7735 Joe Crest, Ridgeview, Belmara County",Z4,N,Frame,1979,Homeowners,268000.0,2022-03-24,1092.75
GC-004645,Kendra Matthews,"63228 Gomez Walks Apt. 366, Cape Verrin, Belmara County",Z3,Y,Masonry,2017,Homeowners,221600.0,2024-06-12,1044.18
GC-004646,Stacy Smith,"52179 Yvonne Coves, Millbrook, Belmara County",Z6,N,Frame,1976,Commercial,627500.0,2023-05-28,3313.7
GC-004647,Justin Rosario,"05102 Miller Brook, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1966,Homeowners,447100.0,2022-03-06,2057.95
GC-004648,Martin Miller,"960 Bennett Gardens Apt. 094, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,2012,Homeowners,261300.0,2024-03-08,1360.85
GC-004649,Patrick Zimmerman,"8854 Jose Row Suite 458, Hollow Bay, Belmara County",Z5,N,Masonry,2016,Homeowners,321600.0,2022-09-19,977.66
GC-004650,Frederick Powell,"3330 Jeffrey Avenue, Port Alden, Belmara County",Z1,Y,Masonry,2002,Homeowners,165900.0,2025-12-29,794.23
GC-004651,Brett Contreras,"42530 Regina Roads, Port Alden, Belmara County",Z1,Y,Frame,2003,Homeowners,287600.0,2023-07-23,1660.16
GC-004652,Lori Davis,"01129 Anderson Oval Apt. 874, Marsh Point, Belmara County",Z2,Y,Masonry,1996,Commercial,1240200.0,2026-05-22,7786.89
GC-004653,James Butler,"370 Johnson Green Apt. 737, Port Alden, Belmara County",Z1,Y,Frame,1982,Commercial,2460400.0,2023-09-04,19707.42
GC-004654,Angela Young,"5462 Edwin Plain, Millbrook, Belmara County",Z6,N,Frame,2013,Homeowners,276900.0,2024-08-08,1018.99
GC-004655,Elizabeth Hines,"0097 Casey Trail Apt. 912, Ridgeview, Belmara County",Z4,N,Masonry,1981,Homeowners,272400.0,2021-02-13,910.91
GC-004656,Lawrence Brooks,"1418 Dean Hills, Cape Verrin, Belmara County",Z3,Y,Frame,1972,Homeowners,541600.0,2023-07-27,3509.43
GC-004657,Eric Hicks,"6084 Hart Groves Suite 956, Marsh Point, Belmara County",Z2,Y,Frame,1991,Homeowners,283700.0,2022-04-17,1715.32
GC-004658,Susan Summers,"5612 Kelly Cape Apt. 522, Port Alden, Belmara County",Z1,Y,Frame,1971,Homeowners,394600.0,2023-08-10,2565.91
GC-004659,Sonya Johnson,"0762 Jackson Courts, Hollow Bay, Belmara County",Z5,N,Masonry,2009,Homeowners,206400.0,2025-03-22,627.46
GC-004660,Brian Taylor,"94342 Andrew Dam, Marsh Point, Belmara County",Z2,Y,Frame,1960,Commercial,1266100.0,2022-05-14,10955.52
GC-004661,Sean Miller,"7873 Rodriguez Stravenue Apt. 723, Cape Verrin, Belmara County",Z3,Y,Masonry,1969,Homeowners,224200.0,2023-12-14,1212.78
GC-004662,Michael Perez,"36187 King Parks Suite 352, Cape Verrin, Belmara County",Z3,Y,Frame,2006,Homeowners,285800.0,2023-06-24,1630.2
GC-004663,Fernando Wright,"9951 Nelson Highway Apt. 604, Marsh Point, Belmara County",Z2,Y,Frame,1963,Homeowners,407400.0,2022-10-25,2723.5
GC-004664,Johnny Wu,"88486 Ronald Greens, Millbrook, Belmara County",Z6,N,Frame,2012,Homeowners,298100.0,2025-11-02,1097.01
GC-004665,Tanya Evans,"0969 John Parks, Port Alden, Belmara County",Z1,Y,Frame,1990,Homeowners,170400.0,2023-10-06,1034.17
GC-004666,John Vega,"5088 Miranda Flats, Millbrook, Belmara County",Z6,N,Masonry,1950,Homeowners,180500.0,2021-01-05,671.63
GC-004667,Kelly Cook,"52965 Timothy Vista Suite 768, Ridgeview, Belmara County",Z4,N,Frame,1978,Homeowners,228800.0,2021-06-11,936.29
GC-004668,Lisa Gomez,"350 Davis Pine Apt. 440, Ridgeview, Belmara County",Z4,N,Frame,2024,Commercial,1480800.0,2025-12-07,6981.97
GC-004669,Jack Green,"014 Nicole Radial Suite 033, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,1969,Homeowners,427300.0,2021-08-18,2554.73
GC-004670,David Stephens,"21104 Evans Ports Apt. 460, Port Alden, Belmara County",Z1,Y,Masonry,1985,Homeowners,227600.0,2021-02-17,1162.54
GC-004671,Cody Torres,"96663 Morrison Mall, Marsh Point, Belmara County",Z2,Y,Masonry,1995,Homeowners,171800.0,2024-04-28,845.14
GC-004672,Anthony Newton,"3904 Rogers Hill Apt. 623, Marsh Point, Belmara County",Z2,Y,Frame,1984,Homeowners,782500.0,2021-11-18,4856.16
GC-004673,Kyle Sims,"21081 Evelyn Canyon, Hollow Bay, Belmara County",Z5,N,Frame,2002,Homeowners,393400.0,2026-06-04,1470.88
GC-004674,John Lee,"77898 Michele Spurs, Millbrook, Belmara County",Z6,N,Frame,1991,Homeowners,325200.0,2023-04-14,1268.54
GC-004675,Reginald Chavez,"666 Galvan View, Port Alden, Belmara County",Z1,Y,Frame,1971,Homeowners,392900.0,2024-04-12,2554.86
GC-004676,Brandon Flores,"81272 Obrien Cape, Marsh Point, Belmara County",Z2,Y,Frame,1997,Homeowners,329400.0,2021-01-14,1946.54
GC-004677,Thomas Brown,"93469 Mendoza Gardens Suite 395, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),1987,Commercial,843800.0,2022-11-02,2978.01
GC-004678,Shannon Thompson,"801 Townsend Shores Suite 849, Millbrook, Belmara County",Z6,N,Frame,2006,Commercial,913500.0,2022-08-07,4307.15
GC-004679,Sean Johnson,"02019 Noah Plain, Port Alden, Belmara County",Z1,Y,Frame,1982,Homeowners,243300.0,2022-10-23,1521.01
GC-004680,Shannon Brown,"3855 Cox Causeway, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),2004,Homeowners,199000.0,2021-06-15,513.52
GC-004681,Mark Davis,"614 Paul Manor Apt. 443, Millbrook, Belmara County",Z6,N,Frame,1971,Homeowners,303900.0,2021-12-12,1274.92
GC-004682,John Mccarthy,"110 Brian Fall Suite 491, Marsh Point, Belmara County",Z2,Y,Frame,1987,Homeowners,374600.0,2025-05-23,2299.11
GC-004683,Frank Chapman,"956 Taylor Drive Suite 531, Hollow Bay, Belmara County",Z5,N,Frame,1991,Homeowners,392300.0,2025-07-15,1530.28
GC-004684,Paul Donovan,"3725 Cooper Fork, Hollow Bay, Belmara County",Z5,N,Masonry,2012,Homeowners,322700.0,2025-10-09,981.01
GC-004685,Kathleen Moses,"8891 Anthony Village, Port Alden, Belmara County",Z1,Y,Masonry,1989,Homeowners,151100.0,2026-04-08,760.4
GC-004686,Amanda Johnson,"01277 Conner Loaf Suite 259, Ridgeview, Belmara County",Z4,N,Frame,1993,Commercial,1824600.0,2025-07-23,9050.34
GC-004687,Peter Stephens,"1128 Mason Extensions Apt. 727, Ridgeview, Belmara County",Z4,N,Masonry,1984,Homeowners,333800.0,2022-07-26,1104.05
GC-004688,Steven Welch,"940 Mcgrath Mountains, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1985,Homeowners,490500.0,2025-01-17,2769.1
GC-004689,Kristine Sosa,"67161 Warren Hill, Hollow Bay, Belmara County",Z5,N,Frame,1977,Commercial,549700.0,2021-03-18,2892.49
GC-004690,Mary Gordon,"263 Shannon Ranch, Millbrook, Belmara County",Z6,N,Frame,2005,Homeowners,325200.0,2022-03-23,1201.52
GC-004691,Eric Brewer,"97333 Carrie Pike Suite 038, Millbrook, Belmara County",Z6,N,Masonry,1995,Homeowners,239200.0,2021-12-08,759.16
GC-004692,Donald Jackson,"270 Gilbert Road Apt. 444, Marsh Point, Belmara County",Z2,Y,Masonry,1986,Homeowners,184600.0,2023-11-18,939.42
GC-004693,Jean Clark,"4749 York Port Apt. 311, Millbrook, Belmara County",Z6,N,Frame,1989,Homeowners,475400.0,2024-10-04,1868.44
GC-004694,Travis Watson,"181 Ware Prairie, Millbrook, Belmara County",Z6,N,Frame,2020,Homeowners,333900.0,2024-07-13,1228.75
GC-004695,Joshua Jones,"8866 William Plaza, Port Alden, Belmara County",Z1,Y,Masonry,1992,Homeowners,202900.0,2024-05-23,1009.6
GC-004696,Crystal Young,"13952 Marcus Greens Suite 570, Marsh Point, Belmara County",Z2,Y,Frame,2024,Homeowners,231500.0,2025-10-04,1320.48
GC-004697,John Gardner,"13247 Melissa Field, Ridgeview, Belmara County",Z4,N,Frame,1992,Homeowners,423700.0,2024-09-27,1646.53
GC-004698,Brett Miller,"75745 Frey Trace, Cape Verrin, Belmara County",Z3,Y,Masonry,1989,Homeowners,370400.0,2026-02-28,1864.01
GC-004699,Matthew Lutz,"30165 Randall Motorway Suite 578, Marsh Point, Belmara County",Z2,Y,Frame,2010,Commercial,557600.0,2024-06-17,4075.08
GC-004700,Ruben Doyle,"6551 Thomas Point, Marsh Point, Belmara County",Z2,Y,Masonry,1974,Homeowners,144300.0,2024-08-31,766.97
GC-004701,Christian Tate,"17147 Nichole Extensions Apt. 945, Port Alden, Belmara County",Z1,Y,Masonry,1956,Homeowners,485400.0,2023-11-26,2744.65
GC-004702,Brett Sullivan,"64418 Kimberly Grove Apt. 085, Ridgeview, Belmara County",Z4,N,Masonry,2013,Commercial,1886400.0,2025-10-27,7347.53
GC-004703,Kelly Morton,"942 Kimberly Wells, Millbrook, Belmara County",Z6,N,Frame,2007,Homeowners,300100.0,2026-04-20,1104.37
GC-004704,Luis Steele,"979 Murphy Ports, Millbrook, Belmara County",Z6,N,Frame,2016,Homeowners,542600.0,2024-08-13,1996.77
GC-004705,Courtney Garcia,"87815 Odonnell Square Apt. 671, Port Alden, Belmara County",Z1,Y,Masonry,2022,Homeowners,289700.0,2025-10-19,1365.07
GC-004706,Frank Kennedy,"7885 Jessica Plaza Apt. 038, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2017,Homeowners,240900.0,2022-02-12,1254.61
GC-004707,Sandra Thomas DDS,"401 Gould Heights Apt. 506, Millbrook, Belmara County",Z6,N,Frame,2006,Homeowners,263700.0,2025-11-19,970.42
GC-004708,Lauren Morgan,"811 Gregory Trafficway, Marsh Point, Belmara County",Z2,Y,Frame,1974,Commercial,1730600.0,2022-03-01,14266.56
GC-004709,Victoria Nichols,"8085 Heidi Ridges, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),2017,Commercial,2277400.0,2026-05-03,11578.3
GC-004710,Sharon Chavez,"169 Roberts Dam Apt. 134, Port Alden, Belmara County",Z1,Y,Masonry,1977,Homeowners,482100.0,2023-03-01,2535.17
GC-004711,Melissa Castro,"957 Tammy Via Suite 700, Cape Verrin, Belmara County",Z3,Y,Frame,1971,Homeowners,207600.0,2025-03-08,1349.93
GC-004712,Joshua Carter,"224 Grant Path, Port Alden, Belmara County",Z1,Y,Frame,1979,Homeowners,325900.0,2022-12-07,2059.7
GC-004713,Rhonda Herrera,"38147 Meza Center, Millbrook, Belmara County",Z6,N,Frame,2008,Homeowners,274300.0,2024-08-30,1009.42
GC-004714,Kenneth Baxter,"629 Edward Tunnel, Ridgeview, Belmara County",Z4,N,Frame,1995,Homeowners,210500.0,2025-02-28,808.72
GC-004715,Rachel Dawson,"6210 Gonzalez Stravenue, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1978,Homeowners,253800.0,2025-09-24,1469.83
GC-004716,Jeffrey Taylor,"6754 Michael Ports, Hollow Bay, Belmara County",Z5,N,Frame,2018,Homeowners,411700.0,2023-01-15,1515.06
GC-004717,Dr. David Morris II,"0883 Jennifer Points Apt. 948, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1982,Homeowners,136800.0,2023-07-26,780.85
GC-004718,Jeremy Eaton,"672 Taylor Stravenue Apt. 916, Cape Verrin, Belmara County",Z3,Y,Frame,1950,Homeowners,272200.0,2022-08-07,1900.42
GC-004719,Shelby Lewis,"47202 Veronica Prairie, Hollow Bay, Belmara County",Z5,N,Frame,1973,Homeowners,505100.0,2022-12-02,2104.13
GC-004720,Thomas Hogan,"770 Leslie Extension, Ridgeview, Belmara County",Z4,N,Masonry,1968,Commercial,1557400.0,2024-01-31,6988.12
GC-004721,Elizabeth Thompson,"3102 Lisa Court Apt. 367, Port Alden, Belmara County",Z1,Y,Masonry,2020,Homeowners,152600.0,2023-04-22,719.05
GC-004722,Deborah Johnson,"542 Johnson Radial, Marsh Point, Belmara County",Z2,Y,Masonry,1968,Homeowners,162200.0,2025-04-27,880.46
GC-004723,Ashley Huffman,"034 Anthony Motorway, Ridgeview, Belmara County",Z4,N,Frame,2004,Homeowners,174100.0,2026-03-31,645.81
GC-004724,Rodney Patton,"54508 Sandra Route, Ridgeview, Belmara County",Z4,N,Frame,2006,Homeowners,309200.0,2026-01-11,1137.86
GC-004725,Stephen Stephens,"581 Ramirez Plaza Suite 674, Cape Verrin, Belmara County",Z3,Y,Frame,1985,Homeowners,116300.0,2023-05-31,719.1
GC-004726,Brooke Lee,"2504 Ramirez Mountain Apt. 742, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),2019,Homeowners,289900.0,2021-01-28,1150.32
GC-004727,Robert Stephens,"66124 Johnson Cliff Suite 012, Hollow Bay, Belmara County",Z5,N,Frame,1995,Homeowners,341300.0,2022-01-23,1311.25
GC-004728,Debra Horn,"116 Stephen Fall, Port Alden, Belmara County",Z1,Y,Frame,2005,Homeowners,204700.0,2023-03-06,1172.28
GC-004729,Allison Pace,"262 Nicholas Groves Suite 202, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,2021,Homeowners,162600.0,2022-01-07,846.82
GC-004730,Cory Bowers,"92443 Brenda Summit, Ridgeview, Belmara County",Z4,N,Frame,2021,Homeowners,214500.0,2023-12-12,789.36
GC-004731,Elizabeth Beck,"642 Mcgee Station Suite 247, Hollow Bay, Belmara County",Z5,N,Masonry,2016,Homeowners,378600.0,2024-07-29,1150.94
GC-004732,Brenda Vasquez,"88970 Rocha Inlet, Millbrook, Belmara County",Z6,N,Frame,1996,Homeowners,249000.0,2023-11-28,952.97
GC-004733,Charles Clark,"5719 Elizabeth Springs Suite 342, Cape Verrin, Belmara County",Z3,Y,Frame,1996,Homeowners,143400.0,2021-03-31,850.67
GC-004734,Angela Thomas,"40781 Tammy Shore, Port Alden, Belmara County",Z1,Y,Frame,1987,Homeowners,143300.0,2025-01-25,879.5
GC-004735,Erik Anderson,"0383 Thompson Crescent, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1992,Homeowners,362100.0,2021-07-02,1991.42
GC-004736,Connie Baker,"0649 David Crossroad Suite 716, Port Alden, Belmara County",Z1,Y,Frame,1987,Homeowners,505100.0,2022-03-14,3100.05
GC-004737,Donna Leon,"952 Wilson Forges Suite 564, Cape Verrin, Belmara County",Z3,Y,Masonry,1987,Homeowners,636900.0,2022-02-08,3229.15
GC-004738,James Munoz,"012 Paul Garden, Cape Verrin, Belmara County",Z3,Y,Frame,1974,Homeowners,586800.0,2023-02-23,3775.54
GC-004739,Travis Kelly,"497 Kline Mount Suite 646, Hollow Bay, Belmara County",Z5,N,Masonry,2009,Commercial,1536200.0,2024-07-08,5983.5
GC-004740,Kathleen Sanders,"9134 Phillip Prairie Suite 032, Hollow Bay, Belmara County",Z5,N,Superior (Reinforced Concrete),2009,Commercial,773800.0,2026-03-30,2538.06
GC-004741,Charles Rodriguez,"532 Griffith Heights Apt. 146, Cape Verrin, Belmara County",Z3,Y,Masonry,1972,Homeowners,365700.0,2025-04-14,1957.53
GC-004742,Alan Armstrong,"9005 Kathy Points, Millbrook, Belmara County",Z6,N,Frame,1997,Homeowners,149200.0,2022-10-17,568.82
GC-004743,Jacob Gallagher,"059 Amanda Forks Suite 653, Ridgeview, Belmara County",Z4,N,Masonry,2007,Homeowners,228100.0,2023-01-02,693.42
GC-004744,Laura Johnson,"8341 Amy Parks Suite 095, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2020,Homeowners,174900.0,2022-11-16,910.88
GC-004745,Timothy Lewis,"5136 Johnson Stream Suite 220, Hollow Bay, Belmara County",Z5,N,Masonry,2024,Homeowners,229800.0,2022-01-11,698.59
GC-004746,Kristina Willis,"12155 Andrews Vista, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,2013,Homeowners,288200.0,2022-04-17,968.35
GC-004747,Isabella Rowe,"97166 Morris Unions Apt. 601, Cape Verrin, Belmara County",Z3,Y,Frame,1992,Commercial,819900.0,2024-04-25,6327.59
GC-004748,Ashley Ruiz,"28032 Harris Flats, Port Alden, Belmara County",Z1,Y,Masonry,1974,Homeowners,373100.0,2024-07-08,1983.08
GC-004749,Shawn Adams,"9216 Jones Village, Millbrook, Belmara County",Z6,N,Frame,2006,Homeowners,529800.0,2021-08-12,1949.66
GC-004750,Kimberly Baxter,"6872 Wilson Park, Millbrook, Belmara County",Z6,N,Masonry Veneer,1978,Homeowners,499900.0,2021-08-26,1867.79
GC-004751,Adrian Martinez,"450 Michael Road, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2012,Homeowners,241200.0,2023-12-10,1256.17
GC-004752,Jennifer Murray,"12131 Kyle Glens, Millbrook, Belmara County",Z6,N,Masonry Veneer,2023,Homeowners,250300.0,2025-05-06,841.01
GC-004753,Jane Terry,"136 Christian Forks, Cape Verrin, Belmara County",Z3,Y,Frame,1996,Homeowners,374300.0,2022-08-15,2220.41
GC-004754,Tiffany Scott,"14612 Matthew Plaza Suite 984, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1980,Homeowners,431800.0,2021-06-01,1601.74
GC-004755,Jesse Robinson,"0074 Sandra Vista, Hollow Bay, Belmara County",Z5,N,Frame,2001,Homeowners,472800.0,2024-02-18,1774.7
GC-004756,Jaclyn Clark,"9417 Rodriguez Burgs, Marsh Point, Belmara County",Z2,Y,Frame,1988,Homeowners,272400.0,2023-10-12,1665.64
GC-004757,Joan Bailey,"255 Dixon Garden Suite 861, Hollow Bay, Belmara County",Z5,N,Frame,1998,Homeowners,289000.0,2026-02-24,1097.55
GC-004758,Steven Frazier,"050 Burnett Canyon Apt. 729, Cape Verrin, Belmara County",Z3,Y,Frame,1976,Homeowners,92200.0,2022-12-23,589.02
GC-004759,Michael Rice,"66673 Roberta Forest Suite 286, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1994,Homeowners,160600.0,2025-12-12,667.85
GC-004760,Joshua Ellis,"0112 Justin Vista Suite 939, Port Alden, Belmara County",Z1,Y,Frame,1968,Homeowners,472100.0,2025-12-27,3102.17
GC-004761,David Nolan,"288 Kayla Mall, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),1990,Homeowners,164100.0,2022-08-13,692.82
GC-004762,Mario Morton,"0287 Torres Mountain, Marsh Point, Belmara County",Z2,Y,Masonry,1987,Homeowners,290300.0,2026-05-16,1471.85
GC-004763,Janice Daniels,"57829 Joseph Summit, Cape Verrin, Belmara County",Z3,Y,Frame,1969,Homeowners,213000.0,2021-02-16,1394.76
GC-004764,Carlos Zamora,"8843 Brittany Fork, Port Alden, Belmara County",Z1,Y,Masonry,1968,Homeowners,259300.0,2025-11-26,1407.54
GC-004765,Rose Salinas,"62638 Jerry Creek Apt. 947, Hollow Bay, Belmara County",Z5,N,Frame,1980,Commercial,1212200.0,2021-01-07,6309.94
GC-004766,Natasha Mcdaniel,"5456 Michelle Shore Apt. 868, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),2018,Homeowners,220600.0,2025-10-22,564.74
GC-004767,Janice Aguilar,"948 Lori Fall Suite 454, Ridgeview, Belmara County",Z4,N,Frame,1997,Homeowners,184000.0,2022-03-06,701.5
GC-004768,Virginia Anderson,"95911 Rodriguez Stream Apt. 644, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2010,Homeowners,232200.0,2026-01-25,780.19
GC-004769,Julie Lane,"844 Jessica Crescent, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,1990,Homeowners,172300.0,2021-12-16,615.98
GC-004770,Jillian Terry,"19617 Michael Walks, Port Alden, Belmara County",Z1,Y,Masonry,2011,Homeowners,159600.0,2022-12-26,752.04
GC-004771,Melanie Black,"271 Joseph Islands Apt. 289, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1979,Homeowners,556200.0,2024-04-29,2070.67
GC-004772,Audrey Rodriguez,"4756 Peter Crossing Apt. 704, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,2016,Homeowners,959700.0,2026-06-02,4998.12
GC-004773,Michael Lee,"25068 Daniel Dam Apt. 358, Ridgeview, Belmara County",Z4,N,Frame,1950,Homeowners,172700.0,2025-01-07,777.9
GC-004774,David Townsend,"519 Walters Squares Suite 524, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),1984,Commercial,1841100.0,2021-08-19,10183.85
GC-004775,Jack Knight,"59199 Rowe Knolls, Marsh Point, Belmara County",Z2,Y,Frame,1977,Commercial,1137900.0,2022-01-19,9280.72
GC-004776,Christopher Moore,"0259 Kelly Valleys Suite 542, Port Alden, Belmara County",Z1,Y,Frame,2014,Homeowners,532500.0,2021-04-10,3037.38
GC-004777,Andrew Phillips,"91298 West Gateway Suite 370, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1999,Commercial,1705100.0,2024-03-18,11696.28
GC-004778,Jessica Lewis,"01719 Burch Knolls, Marsh Point, Belmara County",Z2,Y,Frame,1969,Homeowners,631300.0,2025-06-13,4133.87
GC-004779,Karen Jordan,"516 Martinez Wells, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),2012,Homeowners,184800.0,2024-10-31,733.29
GC-004780,Jay Boone,"8637 Velasquez Center Apt. 036, Marsh Point, Belmara County",Z2,Y,Frame,1982,Homeowners,221200.0,2025-09-25,1382.85
GC-004781,Tyler Black,"68717 Donovan Green, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1995,Homeowners,312100.0,2022-03-27,1696.94
GC-004782,Alicia Perez,"865 White Parkways, Cape Verrin, Belmara County",Z3,Y,Masonry,1950,Commercial,643800.0,2026-01-27,4757.42
GC-004783,Julie Gross,"74600 Natalie Course Apt. 588, Hollow Bay, Belmara County",Z5,N,Masonry,2012,Homeowners,159200.0,2025-11-21,483.97
GC-004784,Joseph Johnson,"1719 Powers Square, Ridgeview, Belmara County",Z4,N,Frame,2008,Homeowners,308500.0,2023-10-28,1135.28
GC-004785,Deanna Smith,"706 Fry Green, Ridgeview, Belmara County",Z4,N,Masonry,2010,Homeowners,207000.0,2025-07-07,629.28
GC-004786,Vincent Kennedy,"253 Donaldson Coves, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1996,Homeowners,384400.0,2025-03-22,2082.03
GC-004787,Ryan Murphy,"40278 Brian Lake Apt. 130, Cape Verrin, Belmara County",Z3,Y,Frame,2003,Homeowners,158800.0,2024-01-05,916.66
GC-004788,Valerie Shannon,"11695 Michael Crossroad Apt. 345, Ridgeview, Belmara County",Z4,N,Frame,2024,Homeowners,539400.0,2023-03-02,1984.99
GC-004789,Amy Briggs,"71376 Morton Bridge Apt. 606, Ridgeview, Belmara County",Z4,N,Masonry,1981,Homeowners,164200.0,2025-09-13,549.08
GC-004790,Greg Walter,"0511 Gregory Stream Suite 014, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1985,Homeowners,271000.0,2023-05-23,1529.92
